Full Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
John Marsh,No Nickname,6.0,265.0,,Orthodox,8,7,0,False
CJ Marsh,No Nickname,,,,Orthodox,5,7,0,False
Eliot Marshall,Fire,6.2,205.0,77.0,Orthodox,10,4,0,False
Doug Marshall,The Rhino,5.1,205.0,,Orthodox,18,8,0,False
David Marshall,No Nickname,6.2,170.0,,Orthodox,8,4,0,False
Francis Marshall,Fire,5.9,145.0,72.0,Orthodox,8,3,0,False
Jack Marshman,The Hammer,6.0,185.0,73.0,Orthodox,23,10,0,False
Terry Martin,No Nickname,5.8,185.0,71.0,Orthodox,23,11,0,False
Eric Martin,No Nickname,,,,Orthodox,0,1,0,False
Justin Martin,No Nickname,6.0,185.0,,Orthodox,4,3,0,False
Dave Martin,No Nickname,6.0,205.0,,Orthodox,0,2,0,False
Joe Martin,No Nickname,5.9,170.0,,Orthodox,6,8,0,False
Anthony Rocco Martin,No Nickname,6.0,170.0,73.0,Orthodox,17,6,0,False
Mallory Martin,No Nickname,5.4,115.0,63.0,Orthodox,7,5,0,False
Michal Martinek,No Nickname,6.2,230.0,,Southpaw,7,1,0,False
Rainy Martinez,No Nickname,6.0,199.0,,Orthodox,0,2,0,False
Danny Martinez,The Gremlin,5.6,125.0,67.0,Orthodox,21,8,0,False
Alonzo Martinez,Zo Diddy,5.1,155.0,,Orthodox,42,20,1,False
Henry Martinez,Sicario,5.7,155.0,69.0,Southpaw,9,4,0,False
Jonathan Martinez,Dragon,5.8,135.0,70.0,Southpaw,19,6,0,False
Poppies Martinez,The Tachi Kid,5.9,145.0,,Orthodox,29,11,0,False
Andrew Martinez,Mickey D,5.9,215.0,,Orthodox,9,6,0,False
Mana Martinez,ManaBoi,5.1,135.0,70.0,Orthodox,10,4,0,False
Victor Martinez,The Brick,5.8,155.0,70.0,Orthodox,13,6,0,False
Roque Martinez,No Nickname,5.1,250.0,72.0,Orthodox,15,8,2,False
Melissa Martinez,Super Mely,5.2,115.0,66.0,Southpaw,8,2,0,False
Julieta Martinez,The Ninja Ferret,5.1,115.0,62.0,Orthodox,8,0,0,False
David Martinez,Doctor,5.5,135.0,67.0,Orthodox,13,1,0,False
Wagner da Conceicao Martins,Zuluzinho,6.7,390.0,,Orthodox,9,8,0,False
Adriano Martins,No Nickname,5.1,155.0,72.0,Southpaw,28,9,0,False
Lucas Martins,Mineiro,6.0,145.0,72.0,Southpaw,19,3,0,False
Max Martyniouk,Payne,,155.0,,Orthodox,1,1,0,False
Bristol Marunde,No Nickname,6.1,170.0,75.0,Orthodox,16,10,0,False
Shoji Maruyama,No Nickname,5.7,139.0,,Orthodox,12,9,1,False
Kazuma Maruyama,Gluttony,5.11,155.0,72.0,Orthodox,11,7,0,False
Islem Masraf,Lightning,6.0,205.0,74.0,Southpaw,3,1,0,False
Mike Massenzio,The Master of Disaster,6.2,185.0,73.0,Southpaw,13,9,0,False
Jameel Massouh,No Nickname,5.1,145.0,72.0,Orthodox,26,9,0,False
Tiffany Masters,Rainbow Renegade,5.3,115.0,65.0,Orthodox,2,1,0,False
Jorge Masvidal,Gamebred,5.11,170.0,74.0,Orthodox,35,17,0,False
Al Matavao,Sweetness,5.8,205.0,67.0,Orthodox,8,3,0,False
Tateki Matsuda,Tech,5.7,125.0,,Orthodox,13,8,0,False
Arisa Matsuda,No Nickname,5.3,115.0,64.0,Orthodox,7,0,0,False
Daijiro Matsui,No Nickname,5.9,200.0,,Orthodox,13,29,7,False
Toki Matsui,No Nickname,5.6,125.0,65.0,Orthodox,6,1,0,False
Koichiro Matsumoto,No Nickname,5.7,145.0,,Orthodox,15,3,1,False
Jean Matsumoto,No Nickname,5.6,135.0,68.0,Orthodox,17,1,0,False
Koyomi Matsushima,No Nickname,5.7,145.0,66.0,Orthodox,13,6,0,False
Naoki Matsushita,No Nickname,5.6,155.0,,Orthodox,12,16,11,False
AJ Matthews,No Nickname,5.11,185.0,,Orthodox,8,7,0,False
Jake Matthews,The Celtic Kid,5.11,170.0,73.0,Orthodox,22,7,0,False
Connor Matthews,The Controller,5.8,145.0,71.0,Switch,7,4,0,False
Claudio Mattos,Popeye,,185.0,,Orthodox,5,4,0,False
John Matua,No Nickname,6.2,400.0,,Orthodox,1,4,0,False
Francesco Maturi,No Nickname,,,,Orthodox,0,1,0,False
Vladimir Matyushenko,The Janitor,6.0,205.0,74.0,Orthodox,27,8,0,False
Miranda Maverick,Fear The,5.3,125.0,65.0,Southpaw,17,6,0,False
Nick Maximov,No Nickname,6.0,185.0,76.0,Southpaw,8,2,0,False
Elaina Maxwell,Beef,5.8,145.0,,Orthodox,7,4,0,False
Jeremy May,No Nickname,6.1,185.0,,Orthodox,13,10,0,False
Jack May,The Outlaw,6.8,255.0,,Switch,9,3,0,False
Don'Tale Mayes,Lord Kong,6.6,260.0,81.0,Orthodox,11,9,0,False
Gray Maynard,No Nickname,5.9,155.0,70.0,Orthodox,13,7,1,False
Brooke Mayo,The Bully,5.7,125.0,,Orthodox,0,1,0,False
Gina Mazany,Danger,5.6,125.0,68.0,Southpaw,7,6,0,False
Sabina Mazo,Colombian Queen,5.7,125.0,70.0,Orthodox,9,4,0,False
Francesco Mazzeo,No Nickname,6.3,205.0,75.0,Orthodox,4,1,0,False
Scott McAfee,No Nickname,5.8,155.0,,Orthodox,14,7,0,False
Bobby McAndrews,No Nickname,,,,Orthodox,1,3,0,False
Michael McBride,No Nickname,6.1,155.0,,Orthodox,8,3,0,False
Ian McCall,Uncle Creepy,5.5,125.0,64.0,Orthodox,13,5,1,False
Molly McCann,Meatball,5.4,115.0,62.0,Orthodox,14,8,0,False
Charles McCarthy,Chainsaw,5.1,185.0,71.0,Orthodox,10,5,0,False
Eric McConico,No Nickname,6.0,185.0,77.0,Southpaw,10,3,1,False
Sean McCorkle,No Nickname,6.7,265.0,81.0,Orthodox,17,7,0,False
Danni McCormack,Mac,5.4,125.0,62.0,Southpaw,9,2,0,False
Paddy McCorry,No Nickname,6.3,185.0,73.0,Switch,7,1,0,False
Kris McCray,Savage,6.0,170.0,76.0,Orthodox,8,5,0,False
Tamdan McCrory,The Barncat,6.4,185.0,76.0,Switch,14,5,0,False
Rob McCullough,Razor,5.9,155.0,69.0,Orthodox,19,8,0,False
Justin McCully,The Insane One,6.1,225.0,73.0,Orthodox,11,5,2,False
Robert McDaniel,Bubba,6.3,185.0,75.0,Southpaw,28,10,0,False
Michael McDonald,The Black Sniper,5.11,205.0,,Orthodox,1,1,0,False
Scott McDonald,No Nickname,,,,Orthodox,1,0,0,False
Michael McDonald,Mayday,5.9,135.0,70.0,Orthodox,17,4,0,False
Josh McDonald,No Nickname,,185.0,,Orthodox,9,5,0,False
Miles McDonald,No Nickname,5.7,115.0,,Orthodox,2,1,0,False
Justin McElfresh,No Nickname,6.6,205.0,,Orthodox,6,4,0,False
Drew McFedries,The Massacre,6.0,185.0,72.0,Southpaw,12,7,0,False
Liam McGeary,No Nickname,6.6,205.0,,Orthodox,12,2,0,False
Gan McGee,The Giant,6.1,265.0,,Orthodox,13,5,0,False
Court McGee,The Crusher,5.11,170.0,75.0,Orthodox,23,14,0,False
Marcus McGhee,The Maniac,5.8,135.0,69.0,Orthodox,10,2,0,False
Ryan McGillivray,The Kid,5.11,170.0,,Orthodox,12,0,1,False
Ryan McGivern,No Nickname,6.0,185.0,,Orthodox,13,7,0,False
Jack McGlaughlin,No Nickname,,,,Orthodox,1,4,0,False
Conor McGregor,The Notorious,5.9,155.0,74.0,Southpaw,22,6,0,False
Greg McIntyre,No Nickname,5.1,155.0,,Orthodox,6,4,0,False
Antonio McKee,Mandingo,5.8,155.0,,Southpaw,29,6,2,False
AJ McKee,Mercenary,5.1,145.0,,Orthodox,8,0,0,False
Rhys McKee,Skeletor,6.2,170.0,78.0,Orthodox,14,7,1,False
Cory McKenna,Poppins,5.3,115.0,58.0,Orthodox,8,4,0,False
Tim McKenzie,No Nickname,6.0,185.0,74.0,Orthodox,14,9,0,False
Cody McKenzie,No Nickname,6.0,155.0,72.0,Switch,16,10,0,False
Terrance McKinney,T. Wrecks,5.1,155.0,73.0,Switch,17,7,0,False
Brian McLaughlin,No Nickname,5.9,155.0,,Orthodox,6,2,0,False
Jason McLean,No Nickname,5.5,145.0,,Orthodox,6,7,0,False
Garreth McLellan,Soldier Boy,6.1,185.0,72.0,Southpaw,13,6,0,False
Sara McMann,No Nickname,5.6,135.0,66.0,Orthodox,13,6,0,False
Tommy McMillen,Gun,6.0,145.0,74.0,Orthodox,9,0,0,False
James McSweeney,The Hammer,6.4,230.0,77.0,Switch,15,15,0,False
Charles McTorry,No Nickname,,,,Orthodox,3,0,0,False
Jackson McVey,The Moose,6.4,185.0,77.0,Southpaw,6,1,0,False
Daniel McWilliams,The Animal,6.1,185.0,,Orthodox,15,37,0,False
Tim Means,The Dirty Bird,6.2,170.0,75.0,Orthodox,33,17,1,False
Yancy Medeiros,No Nickname,5.1,155.0,75.0,Orthodox,15,8,0,False
Anistavio Medeiros,Gasparzinho,5.6,145.0,,Orthodox,19,10,0,False
Kaline Medeiros,The Dark Angel,5.3,115.0,,Orthodox,8,5,0,False
MarQuel Mederos,No Nickname,5.1,155.0,69.0,Orthodox,11,1,0,False
Uros Medic,The Doctor,6.1,170.0,71.0,Southpaw,11,3,0,False
Todd Medina,El Tiburon,5.1,193.0,,Southpaw,11,9,0,False
Jason Medina,No Nickname,5.9,180.0,,Orthodox,21,15,1,False
Emil Meek,Valhalla,5.11,170.0,74.0,Switch,9,5,1,False
Sanford Alton Meeks,No Nickname,6.5,265.0,75.0,Orthodox,1,1,0,False
Gerald Meerschaert,GM3,6.1,185.0,77.0,Southpaw,37,20,0,False
Frank Megallon,No Nickname,5.1,185.0,,Southpaw,2,3,0,False
Derrick Mehmen,Caveman,6.4,205.0,,Orthodox,19,9,0,False
Miika Mehmet,No Nickname,,205.0,,Orthodox,3,5,0,False
Jordan Mein,Young Gun,6.0,170.0,73.0,Orthodox,31,12,0,False
Bryce Mejia,No Nickname,6.1,170.0,,Orthodox,3,1,0,False
Brian Melancon,No Nickname,5.8,170.0,,Orthodox,7,3,0,False
Brandon Melendez,The Murderer,5.11,155.0,,Southpaw,25,25,0,False
Gilbert Melendez,El Nino,5.9,145.0,73.0,Orthodox,22,8,0,False
Nair Melikyan,Ahalkalakski,5.6,155.0,,Orthodox,11,0,0,False
Marcelo Mello,No Nickname,5.7,170.0,,Southpaw,1,0,0,False
Fabio Mello,No Nickname,5.5,155.0,,Southpaw,11,8,0,False
Vanessa Melo,No Nickname,5.5,135.0,65.0,Orthodox,11,8,0,False
Antonio Mendes,Samurai,6.3,205.0,77.0,Southpaw,18,13,0,False
Chad Mendes,Money,5.6,145.0,66.0,Orthodox,18,5,0,False
Augusto Mendes,Tanquinho,5.6,135.0,65.0,Orthodox,6,2,0,False
Eddie Mendez,No Nickname,5.1,185.0,,Orthodox,8,3,1,False
Mateus Mendonca,Bocao,5.6,125.0,71.0,Orthodox,10,3,0,False
Luis Mendoza,No Nickname,,155.0,,Orthodox,0,1,0,False
Pietro Menga,No Nickname,5.7,125.0,68.0,Southpaw,13,0,0,False
Alonzo Menifield,Atomic,6.0,205.0,76.0,Orthodox,17,5,1,False
Ivan Menjivar,The Pride of El Salvador,5.6,145.0,64.0,Orthodox,25,12,0,False
Dave Menne,The Warrior,5.1,170.0,,Orthodox,45,17,2,False
Steve Mensing,The Machine,5.11,185.0,,Orthodox,9,13,2,False
Buck Meredith,No Nickname,6.2,185.0,,Orthodox,3,3,0,False
Adam Meredith,No Nickname,6.2,170.0,,Orthodox,5,3,0,False
Nick Meregali,No Nickname,,,,Orthodox,0,0,0,False
Joe Merritt,No Nickname,6.0,170.0,,Orthodox,7,2,0,False
Bia Mesquita,No Nickname,,135.0,,Orthodox,5,0,0,False
Jeremiah Metcalf,No Nickname,6.1,185.0,,Orthodox,13,7,0,False
Jonathan Meunier,District,6.3,170.0,,Switch,8,1,0,False
Yaotzin Meza,No Nickname,5.9,145.0,71.0,Orthodox,21,11,0,False
Guy Mezger,No Nickname,6.1,200.0,,Orthodox,30,14,2,False
David Mgoyan,No Nickname,5.9,145.0,70.0,Orthodox,7,1,0,False
Jonathan Micallef,The Captain,6.0,170.0,77.0,Southpaw,8,1,0,False
Brandon Michaels,No Nickname,5.9,185.0,,Orthodox,4,14,0,False
Andreas Michailidis,The Spartan,6.0,170.0,76.0,Orthodox,13,6,0,False
David Michaud,BullDawg,5.9,155.0,,Orthodox,11,3,0,False
Chris Mickle,No Nickname,5.9,145.0,,Orthodox,30,21,2,False
Zachary Micklewright,No Nickname,6.0,155.0,74.0,Southpaw,15,3,0,False
Kristof Midoux,The Hurricane,6.1,220.0,,Orthodox,6,10,0,False
Keith Mielke,No Nickname,5.8,185.0,,Orthodox,0,5,0,False
Chris Mierzwiak,No Nickname,6.1,185.0,,Orthodox,5,3,0,False
Gabriel Miglioli,Biel,5.8,170.0,,Orthodox,9,9,0,False
Bojan Mihajlovic,No Nickname,5.11,205.0,73.0,Orthodox,10,6,0,False
Billy Miles,The Kid,5.1,170.0,,Orthodox,2,2,0,False
Pat Miletich,The Croatian Sensation,5.1,170.0,,Orthodox,29,7,2,False
Curtis Millender,Curtious,6.2,170.0,76.0,Orthodox,17,5,0,False
Phillip Miller,No Nickname,5.11,185.0,,Orthodox,16,0,0,False
Jason Miller,Mayhem,6.1,185.0,,Orthodox,23,10,0,False
Dan Miller,No Nickname,6.1,185.0,74.0,Orthodox,14,8,0,False
Jim Miller,A-10,5.8,155.0,71.0,Southpaw,38,19,0,False
Cole Miller,Magrinho,6.1,145.0,73.0,Orthodox,21,11,0,False
Henry Miller,Sentoryu,5.7,270.0,,Southpaw,6,16,0,False
Micah Miller,Maverick,6.0,145.0,,Orthodox,20,8,0,False
Aaron Miller,Blood Spiller,5.9,145.0,,Orthodox,14,10,0,False
Mo Miller,Moshow,5.8,135.0,72.0,Orthodox,6,0,0,False
Juliana Miller,Killer,5.7,125.0,66.0,Orthodox,5,3,0,False
Ty Miller,Thriller,6.2,170.0,77.0,Orthodox,6,0,0,False
Trent Miller,The Terminator,5.9,185.0,72.0,Orthodox,8,3,0,False
Eddy Millis,No Nickname,6.1,185.0,,Orthodox,0,2,0,False
Che Mills,Beautiful,6.1,170.0,76.0,Orthodox,16,10,0,False
Adam Milstead,The Prototype,6.3,205.0,76.0,Orthodox,8,4,0,False
Alberto Mina,Soldier of God,6.0,170.0,77.0,Orthodox,13,1,0,False
Vitaly Minakov,No Nickname,6.2,249.0,,Orthodox,20,0,0,False
Mario Mingaj,No Nickname,,265.0,,Orthodox,7,0,0,False
Darrick Minner,No Nickname,5.7,145.0,69.0,Orthodox,26,14,0,False
Mike Minniger,No Nickname,,,,Orthodox,0,0,0,False
Ikuhisa Minowa,Minowaman,5.9,181.0,,Orthodox,60,42,8,False
Carlton Minus,Clutch,5.1,170.0,75.0,Orthodox,10,3,0,False
Stipe Miocic,No Nickname,6.4,240.0,80.0,Orthodox,20,5,0,False
Frank Mir,No Nickname,6.3,264.0,79.0,Southpaw,18,11,0,False
Juan Miranda,No Nickname,,155.0,,Orthodox,7,5,0,False
Mario Miranda,No Nickname,6.3,185.0,74.0,Orthodox,14,7,0,False
Vitor Miranda,Lex Luthor,6.1,185.0,77.0,Orthodox,12,5,0,False
Gabriel Miranda,Fly,5.11,145.0,71.0,Orthodox,17,8,0,False
Damir Mirenic,Wolf,6.0,185.0,,Orthodox,9,4,0,False
Kazuo Misaki,Hitman,5.8,183.0,,Orthodox,25,11,2,False
Toby Misech,2 Quick,5.8,145.0,,Southpaw,9,5,0,False
Dokonjonosuke Mishima,No Nickname,5.7,155.0,,Southpaw,21,7,2,False
Felix Lee Mitchell,No Nickname,,,,Orthodox,2,7,0,False
David Mitchell,Daudi,6.0,170.0,75.0,Orthodox,22,7,0,False
Danny Mitchell,The Cheesecake Assassin,6.2,170.0,,Orthodox,19,9,1,False
Brad Mitchell,No Nickname,5.11,145.0,,Orthodox,4,2,0,False
Clay Mitchell,No Nickname,6.2,185.0,,Orthodox,1,2,0,False
Bryce Mitchell,Thug Nasty,5.1,135.0,70.0,Southpaw,18,4,0,False
Maurice Mitchell,The AK Kid,5.9,145.0,,Orthodox,11,2,0,False
Terrence Mitchell,No Nickname,5.1,135.0,74.0,Orthodox,14,4,0,False
Roman Mitichyan,No Nickname,5.1,170.0,,Orthodox,8,3,0,False
Matt Mitrione,No Nickname,6.3,265.0,82.0,Switch,12,5,0,False
Eiji Mitsuoka,No Nickname,5.7,145.0,,Southpaw,18,9,2,False
Hiromitsu Miura,No Nickname,5.9,170.0,71.0,Orthodox,12,7,0,False
Jonathan Mix,No Nickname,6.0,168.0,,Orthodox,7,4,0,False
Patchy Mix,No Love,5.11,135.0,70.0,Southpaw,20,2,0,False
Tomoya Miyashita,No Nickname,5.7,139.0,,Southpaw,17,9,7,False
Kazuyuki Miyata,No Nickname,5.8,139.0,,Orthodox,15,9,0,False
Motoki Miyazawa,No Nickname,5.11,168.0,,Southpaw,7,3,0,False
Takeya Mizugaki,No Nickname,5.7,135.0,69.0,Orthodox,21,11,2,False
 Mizuki,No Nickname,5.3,115.0,65.0,Orthodox,15,6,0,False
Tatsuya Mizuno,No Nickname,6.1,205.0,,Southpaw,16,12,1,False
Roxanne Modafferi,The Happy Warrior,5.7,125.0,69.0,Orthodox,25,21,0,False
Bobby Moffett,The Wolfman,5.1,145.0,73.0,Orthodox,13,5,0,False
Bronson Mohika,No Nickname,,135.0,,Orthodox,1,1,0,False
Nate Mohr,No Nickname,5.9,155.0,72.0,Orthodox,9,7,0,False
Renato Moicano,No Nickname,5.11,155.0,72.0,Orthodox,20,7,1,False
Thiago Moises,No Nickname,5.9,155.0,70.0,Orthodox,19,9,0,False
Muhammad Mokaev,The Punisher,5.7,125.0,70.0,Orthodox,13,0,0,False
Ashkan Mokhtarian,The Assassin,5.6,125.0,67.0,Southpaw,13,3,0,False
Suman Mokhtarian,No Nickname,5.8,145.0,72.0,Orthodox,8,5,0,False
Dan Molina,No Nickname,5.1,216.0,,Orthodox,13,9,0,False
Jeff Molina,El Jefe,5.6,125.0,69.0,Orthodox,11,2,0,False
Rudyard Moncayo,No Nickname,5.1,195.0,,Orthodox,0,3,0,False
Hidetaka Monma,No Nickname,6.0,168.0,,Orthodox,18,11,4,False
Jeff Monson,The Snowman,5.9,247.0,74.0,Orthodox,60,26,1,False
Darrell Montague,Mongoose,5.6,125.0,67.0,Southpaw,13,5,0,False
Michelle Montague,The Wild One,5.9,135.0,68.0,Southpaw,6,0,0,False
Andrew Montanez,No Nickname,,185.0,,Orthodox,9,12,1,False
Jose Montanha,No Nickname,,265.0,,Orthodox,6,1,0,False
Augusto Montano,Dodger,6.1,170.0,73.0,Orthodox,15,3,0,False
Erick Montano,Perry,6.0,170.0,73.0,Orthodox,7,5,0,False
Nicco Montano,No Nickname,5.5,135.0,65.0,Southpaw,5,3,0,False
Antonio Monteiro,Junior Negao,5.7,145.0,70.0,Orthodox,17,5,1,False
Sofia Montenegro,La Bruja,5.6,125.0,67.0,Orthodox,6,2,0,False
Alberto Montes,The Promise,5.7,145.0,69.0,Orthodox,11,1,0,False
Steve Montgomery,The Creepy Weasel,6.4,185.0,,Southpaw,9,5,0,False
James Moontasri,Moon Walker,5.1,170.0,71.0,Switch,9,5,0,False
Homer Moore,The Rock,5.1,205.0,,Orthodox,26,9,2,False
Todd Moore,No Nickname,5.9,170.0,71.0,Southpaw,16,7,0,False
Nate Moore,No Nickname,6.0,170.0,,Orthodox,8,4,0,False
Dustin Moore,No Nickname,5.4,125.0,,Orthodox,0,2,0,False
Taylor Moore,No Nickname,5.1,135.0,70.0,Southpaw,10,5,0,False
Sergio Moraes,The Panther,6.0,170.0,72.0,Orthodox,14,6,1,False
Marlon Moraes,Magic,5.6,135.0,67.0,Orthodox,23,10,1,False
Sheymon Moraes,No Nickname,5.8,145.0,72.0,Orthodox,11,4,0,False
John Moraga,No Nickname,5.6,125.0,66.0,Orthodox,19,7,0,False
Ricardo Morais,The Mutant,6.8,270.0,,Orthodox,10,4,1,False
Leonardo Morales,Chimy,5.8,135.0,,Southpaw,6,2,0,False
Albert Morales,The Warrior,5.9,135.0,72.0,Orthodox,7,4,1,False
Joseph Morales,Bopo,5.6,125.0,69.0,Switch,14,2,0,False
Vince Morales,Vandetta,5.7,135.0,70.0,Orthodox,16,10,0,False
Omar Morales,Venezuelan Fighter,5.11,155.0,73.0,Orthodox,11,4,0,False
Michael Morales,No Nickname,6.0,170.0,79.0,Orthodox,18,0,0,False
Sarah Moras,Cheesecake,5.7,135.0,67.0,Orthodox,6,8,0,False
Christian Morecraft,No Nickname,6.6,260.0,81.0,Orthodox,8,3,0,False
Joe Moreira,No Nickname,5.11,195.0,,Southpaw,2,2,0,False
Richardson Moreira,Rick Monstro,6.2,185.0,,Orthodox,7,4,0,False
Gisele Moreira,No Nickname,5.6,135.0,,Orthodox,8,3,0,False
Vinicius Moreira,Mamute,6.4,205.0,76.0,Orthodox,9,5,0,False
Jesse Moreng,Arturo,5.7,145.0,,Orthodox,9,1,0,False
Brandon Moreno,The Assassin Baby,5.7,125.0,70.0,Orthodox,23,8,2,False
Mike Moreno,El Palo Duro,6.0,185.0,,Orthodox,6,5,0,False
Dan Moret,The Hitman,6.0,155.0,73.0,Southpaw,13,6,0,False
Sammy Morgan,The Squeeze,5.1,170.0,,Orthodox,18,12,0,False
Peggy Morgan,The Daywalker,6.1,135.0,,Orthodox,4,4,0,False
Alexander Morgan,The Chess Master,5.1,145.0,71.0,Orthodox,11,5,0,False
Alex Morono,The Great White,5.11,170.0,72.0,Orthodox,24,12,0,False
Maryna Moroz,Iron Lady,5.7,125.0,67.0,Orthodox,11,6,0,False
Sergey Morozov,No Nickname,5.6,135.0,67.0,Orthodox,19,5,0,False
Brad Morris,No Nickname,6.2,205.0,,Orthodox,10,6,0,False
Scott Morris,No Nickname,5.1,210.0,,Orthodox,2,1,0,False
Anthony Morrison,Cheesesteak,5.7,145.0,,Orthodox,20,12,0,False
Jack Morrison,No Nickname,5.11,205.0,,Orthodox,0,3,0,False
Harry Moskowitz,Dirty,6.5,275.0,,Orthodox,6,12,0,False
Carlos Mota,Tizil,5.4,125.0,69.0,Orthodox,8,2,0,False
Miki Motono,No Nickname,5.2,115.0,63.0,Southpaw,8,5,0,False
Juan Mott,No Nickname,6.0,190.0,,Switch,3,4,0,False
Nikolas Motta,Iron,5.9,155.0,70.0,Orthodox,15,6,0,False
Flavio Luiz Moura,No Nickname,5.11,183.0,,Open Stance,19,7,0,False
Eduarda Moura,Ronda,5.6,125.0,67.0,Orthodox,12,1,0,False
Gegard Mousasi,No Nickname,6.2,185.0,76.0,Orthodox,42,6,2,False
Kris Moutinho,No Nickname,5.7,135.0,68.0,Southpaw,14,7,0,False
Kin Moy,Kong,5.5,135.0,,Orthodox,8,3,0,False
Jamie Moyle,No Nickname,5.1,115.0,65.0,Orthodox,4,3,0,False
Askar Mozharov,No Nickname,6.3,205.0,74.0,Orthodox,19,13,0,False
Garrett Mueller,No Nickname,5.9,135.0,,Orthodox,3,3,0,False
Lauren Mueller,Princess Tiger,5.5,125.0,67.0,Orthodox,5,3,0,False
Belal Muhammad,Remember the Name,5.11,170.0,72.0,Orthodox,24,4,0,False
Fazlo Mulabitinovic,No Nickname,,135.0,,Orthodox,4,2,0,False
Quinn Mulhern,No Nickname,6.3,155.0,,Orthodox,18,4,0,False
James Mulheron,No Nickname,5.1,243.0,73.0,Orthodox,11,2,0,False
Jamie Mullarkey,No Nickname,6.0,155.0,74.0,Orthodox,17,8,0,False
Jim Mullen,No Nickname,6.1,215.0,,Southpaw,0,2,0,False
Melissa Mullins,No Mess,5.7,135.0,68.0,Orthodox,7,2,0,False
Ananias Mulumba,Metal,,145.0,,Orthodox,9,2,0,False
Pedro Munhoz,The Young Punisher,5.6,135.0,65.0,Orthodox,20,10,0,False
Andre Muniz,Sergipano,6.1,185.0,78.0,Southpaw,24,7,0,False
Mark Munoz,The Filipino Wrecking Machine,6.0,185.0,71.0,Orthodox,14,6,0,False
Alexander Munoz,No Nickname,5.9,155.0,72.0,Switch,7,2,0,False
Johnny Munoz,Kid Kvenbo,5.9,135.0,71.0,Orthodox,12,4,0,False
Andy Murad,The Tooth Fairy,5.9,185.0,,Orthodox,15,2,0,False
Olivier Murad,Warrior of God,5.1,145.0,72.0,Southpaw,6,0,0,False
Makhmud Muradov,No Nickname,6.2,185.0,75.0,Orthodox,26,8,0,False
Kazunari Murakami,No Nickname,6.1,220.0,,Orthodox,5,5,0,False
Ryuichi Murata,No Nickname,5.8,183.0,,Orthodox,8,3,1,False
Kanako Murata,No Nickname,5.1,115.0,62.0,Orthodox,12,3,0,False
Ailiya Muratbek,No Nickname,,155.0,,Orthodox,9,2,0,False
Vince Murdock,No Nickname,5.6,145.0,64.0,Orthodox,12,4,0,False
Samandar Murodov,No Nickname,6.1,170.0,75.0,Orthodox,11,0,0,False
Tom Murphy,No Nickname,6.2,227.0,,Southpaw,8,0,0,False
Ian Murphy,No Nickname,6.1,185.0,,Orthodox,1,1,0,False
Jon Murphy,Man of Faith,6.3,260.0,,Orthodox,6,4,0,False
Lauren Murphy,Lucky,5.5,125.0,67.0,Orthodox,16,7,0,False
Patrick Murphy,No Nickname,6.0,170.0,,Orthodox,5,3,0,False
Lerone Murphy,The Miracle,5.9,145.0,73.0,Orthodox,17,0,1,False
Lee Murray,Lightning,6.3,185.0,,Orthodox,8,2,1,False
Jesse Murray,Hollywood,6.3,205.0,78.0,Orthodox,8,4,0,False
Khalid Murtazaliev,No Nickname,6.0,185.0,76.0,Orthodox,14,2,0,False
Azamat Murzakanov,The Professional,5.1,205.0,71.0,Southpaw,15,0,0,False
Josias Musasa,The KO Wizard,5.8,135.0,74.0,Southpaw,8,1,0,False
Tofiq Musayev,No Nickname,5.9,155.0,69.0,Orthodox,22,6,0,False
Nicholas Musoke,Nico,6.0,170.0,75.0,Orthodox,13,5,0,False
Andre Mussi,No Nickname,6.3,242.0,,Orthodox,11,5,0,False
Magomed Mustafaev,The Sniper,5.8,155.0,71.0,Orthodox,14,4,0,False
Max Mustaki,No Nickname,6.0,155.0,,Orthodox,6,3,0,False
Elvis Mutapcic,The King,6.0,185.0,72.0,Orthodox,15,6,1,False
Fiona Muxlow,No Nickname,5.4,145.0,,Orthodox,6,3,0,False
Ho Bae Myeon,No Nickname,5.11,168.0,,Orthodox,13,5,1,False
Katsuhiko Nagata,No Nickname,5.7,154.0,,Southpaw,6,7,3,False
Yuji Nagata,No Nickname,6.0,225.0,,Orthodox,0,2,0,False
Greg Nagy,No Nickname,6.1,210.0,,Orthodox,1,3,0,False
Logan Nail,No Nickname,,185.0,,Orthodox,1,1,0,False
Muhammad Naimov,Hillman,5.9,145.0,70.0,Orthodox,13,3,0,False
Yukiya Naito,No Nickname,6.1,205.0,,Orthodox,15,6,2,False
Yura Naito,2 FACE,6.0,185.0,74.0,Orthodox,6,1,0,False
Andrews Nakahara,No Nickname,6.1,185.0,,Orthodox,5,4,2,False
Rin Nakai,No Nickname,5.1,135.0,,Orthodox,19,2,1,False
Kazuhiro Nakamura,Kaz,5.11,205.0,70.0,Orthodox,21,13,0,False
Keita Nakamura,K-Taro,5.11,170.0,73.0,Southpaw,34,10,2,False
Daisuke Nakamura,No Nickname,5.7,154.0,,Orthodox,28,19,1,False
Yusaku Nakamura,No Nickname,5.5,145.0,,Orthodox,14,4,1,False
Rinya Nakamura,Hybred,5.7,135.0,68.0,Southpaw,10,1,0,False
Keiichiro Nakamura,No Nickname,5.1,145.0,70.0,Southpaw,7,1,0,False
Tokitaka Nakanishi,Toky,5.6,135.0,66.0,Orthodox,12,4,0,False
