Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2,Sig. Str._%_1,Sig. Str._%_2
Tom Nolan,Charlie Campbell,0,0,26,15,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,4:08,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Jim Perdios,Rear Naked Choke,0.42,0.35,1,0,0,0,34,18,0.37,0.23,0.45,0.2,0.67,1.0,0.42,0.36,0.5,0.0,0,0.5,0.48,0.36,0.43,0.36
Navajo Stirling,Rodolfo Bellato,0,0,81,43,1,2,0,0,Light Heavyweight,U-DEC,3,5:00,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Mike Beltran,Nathan Pintabona27 - 30.Clemens Werner27 - 30.Evan Field28 - 29.,0.51,0.48,0,0,0,0,233,143,0.43,0.35,0.66,0.63,0.67,1.0,0.48,0.48,0.83,0.67,1.0,0.0,0.52,0.56,0.51,0.48
Cam Rowston,Andre Petroski,1,0,12,7,0,0,0,0,Middleweight,KO/TKO Punches,1,2:41,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Steve Perceval,Punches to Head From Guard,0.33,0.53,0,0,0,0,36,0,0.26,0.0,0.5,0.0,1.0,0.88,0.42,0.54,0,0,0.24,0,0.42,0.54,0.33,0.54
Jamie Mullarkey,Rolando Bedoya,0,0,43,46,3,0,0,1,Lightweight,U-DEC,3,5:00,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Matt Wynne,Ben Cartlidge28 - 29.Evan Field28 - 29.David Lethaby28 - 29.,0.48,0.39,0,1,0,0,341,7,0.43,0.34,0.7,0.62,0.8,0.6,0.49,0.37,0.5,0.56,0.0,0.0,0.5,0.43,0.48,0.4
Colby Thicknesse,Josias Musasa,0,0,62,43,2,1,1,0,Bantamweight,U-DEC,3,5:00,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Jim Perdios,Mick Meany28 - 29.Sal D'amato28 - 29.Clemens Werner28 - 29.,0.55,0.48,1,0,0,0,465,52,0.51,0.43,0.8,0.7,1.0,0.56,0.48,0.44,0.67,0.64,0.58,0.0,0.63,0.53,0.56,0.48
Michelle Montague,Luana Carolina,0,0,41,48,5,0,0,1,Women's Bantamweight,U-DEC,3,5:00,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Steve Perceval,Ben Cartlidge26 - 29.Evan Field25 - 30.Nathan Pintabona26 - 30.,0.46,0.58,0,1,0,0,643,0,0.44,0.52,0.67,0.83,0.5,0.75,0.33,0.6,1.0,0.33,0.55,0.5,0.6,0.65,0.47,0.59
Brando Pericic,Elisha Ellison,0,0,29,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,1:55,ed220e87bef0cc64,W,L,3 Rnd (5-5-5),Mike Beltran,Punches to Head From Guard,0.59,0.33,0,0,0,0,29,13,0.55,0.25,0.67,1.0,1.0,0,0.55,0.25,0.67,1.0,0.55,0,0.6,0.33,0.59,0.33
Loma Lookboonmee,Alexia Thainara,0,0,44,30,5,0,1,0,Women's Strawweight,U-DEC,3,5:00,ed220e87bef0cc64,L,W,3 Rnd (5-5-5),Matt Wynne,Nathan Pintabona27 - 30.Evan Field27 - 30.Clemens Werner27 - 30.,0.49,0.41,0,1,0,0,11,602,0.38,0.37,0.63,0.54,0.8,0.5,0.49,0.33,0.5,0.5,0,0.63,0.66,0.54,0.49,0.41
Diego Lopes,Jean Silva,1,0,74,43,3,0,0,0,Featherweight,KO/TKO Punches,2,4:48,5efaaf313b652dd7,W,L,5 Rnd (5-5-5-5-5),Mike Beltran,Punches to Head On Ground,0.54,0.47,0,0,0,1,160,3,0.53,0.39,1.0,0.59,0.62,1.0,0.48,0.47,0.5,1.0,0.62,0,0.56,0.47,0.55,0.47
Rob Font,David Martinez,0,0,62,49,0,0,0,0,Bantamweight,U-DEC,3,5:00,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee28 - 29.Sal D'amato28 - 29.Junichiro Kamijo28 - 29.,0.31,0.4,0,0,0,0,59,33,0.29,0.29,0.41,0.62,0.67,0.79,0.31,0.4,0,0,0,0,0.31,0.55,0.31,0.4
Rafa Garcia,Jared Gordon,1,0,91,65,2,1,2,0,Lightweight,KO/TKO Elbows,3,2:27,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Kerry Hatley,Elbows to Head From Side Control,0.56,0.34,2,0,1,0,121,9,0.51,0.32,1.0,0.62,0.91,1.0,0.51,0.35,0.91,0,0.79,0,0.6,0.4,0.56,0.35
Kelvin Gastelum,Dustin Stoltzfus,1,0,57,64,0,1,0,0,Middleweight,U-DEC,3,5:00,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jacob Montalvo,Chris Lee27 - 30.Jeff Rexroad28 - 29.Junichiro Kamijo28 - 29.,0.48,0.43,0,0,0,1,23,120,0.37,0.27,0.67,0.74,0.92,0.74,0.48,0.41,1.0,0.8,0,0.71,0.49,0.46,0.49,0.44
Alexander Hernandez,Diego Ferreira,1,0,30,23,0,0,0,0,Lightweight,KO/TKO Punches,2,3:46,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jeff Rexroad,Punches to Head On Ground,0.4,0.23,0,0,0,0,12,0,0.35,0.14,0.67,0.31,0.67,0.57,0.33,0.24,0,0.0,0.71,0,0.4,0.23,0.4,0.23
Santiago Luna,Quang Le,2,0,15,12,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:48,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Mike Beltran,Punch to Head On Ground,0.37,0.5,0,0,0,0,47,7,0.34,0.47,1.0,0.75,1.0,0.0,0.27,0.45,1.0,1.0,0.75,0,0.4,0.52,0.38,0.5
Jose Daniel Medina,Dusko Todorovic,0,0,16,9,2,0,1,0,Middleweight,SUB Rear Naked Choke,1,4:21,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0.36,0.66,0,1,0,0,0,136,0.29,0.56,0.43,1.0,1.0,0,0.38,0.56,0.0,1.0,0,0,0.45,0.75,0.36,0.67
Claudio Puelles,Joaquim Silva,1,0,25,21,0,4,1,0,Lightweight,S-DEC,3,5:00,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Kerry Hatley,Jesse Lorenty28 - 29.Chris Lee29 - 28.Junichiro Kamijo28 - 29.,0.33,0.37,0,1,0,0,445,63,0.25,0.24,1.0,0.75,0,1.0,0.29,0.37,1.0,0.6,0.6,0.33,0.57,0.7,0.33,0.38
Tatiana Suarez,Amanda Lemos,0,0,20,23,3,0,0,1,Women's Strawweight,U-DEC,3,5:00,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jeff Rexroad,Gino Garcia28 - 29.Sal D'amato28 - 29.Junichiro Kamijo28 - 29.,0.51,0.69,0,1,0,1,574,34,0.09,0.57,0.59,0.8,0.82,1.0,0.38,0.64,0.73,1.0,0,0.71,0.77,0.8,0.51,0.7
Jesus Aguilar,Luis Gurule,0,0,85,65,1,0,0,0,Flyweight,U-DEC,3,5:00,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jacob Montalvo,Jesse Lorenty27 - 30.Chris Lee28 - 29.Junichiro Kamijo28 - 29.,0.36,0.34,0,0,0,0,38,21,0.21,0.27,0.58,0.67,0.89,0.91,0.34,0.34,0.82,0.4,0,0.57,0.37,0.37,0.36,0.35
Zachary Reese,Sedriques Dumas,0,0,2,3,0,0,0,0,Middleweight,CNC,1,0:51,5efaaf313b652dd7,NC,NC,3 Rnd (5-5-5),Mike Beltran,Kick to Groin by Reese,0.28,0.3,0,0,0,0,0,0,0.0,0.12,0.33,0,1.0,1.0,0.29,0.3,0,0,0,0,0.29,0.3,0.29,0.3
Alessandro Costa,Alden Coria,0,0,42,12,2,1,0,2,Flyweight,KO/TKO Punches,3,0:47,5efaaf313b652dd7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,0.21,0.44,2,0,0,1,84,198,0.19,0.4,0.17,0.33,0.31,1.0,0.21,0.37,0,0,0,0.81,0.24,0.59,0.21,0.44
Montse Rendon,Alice Pereira,0,0,45,37,0,0,1,0,Women's Bantamweight,S-DEC,3,5:00,5efaaf313b652dd7,W,L,3 Rnd (5-5-5),Jacob Montalvo,Jesse Lorenty28 - 29.Junichiro Kamijo29 - 28.Gino Garcia27 - 30.,0.27,0.31,1,0,0,0,105,19,0.23,0.28,0.43,0.58,0.5,0.5,0.26,0.3,0.67,1.0,0,0,0.32,0.35,0.27,0.32
Rodrigo Sezinando,Daniil Donchenko,1,0,39,10,1,1,0,0,Welterweight,KO/TKO Punches,1,4:27,5efaaf313b652dd7,L,W,3 Rnd + OT (5-5-5-5),Kerry Hatley,Punches to Head At Distance,0.27,0.57,0,0,0,0,62,63,0.23,0.53,0.5,0.73,0,1.0,0.21,0.52,1.0,0.67,0,0.67,0.28,0.59,0.28,0.57
Nassourdine Imavov,Caio Borralho,0,0,81,66,0,0,0,0,Middleweight,U-DEC,5,5:00,6e380a4d73ab4f0e,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Derek Cleary45 - 50.Ben Cartlidge46 - 49.David Lethaby46 - 49.,0.5,0.39,0,0,0,0,29,80,0.45,0.36,0.54,0.37,0.78,0.68,0.49,0.37,1.0,1.0,0,0,0.52,0.47,0.5,0.4
Benoit Saint Denis,Mauricio Ruffy,0,0,17,5,3,0,1,0,Lightweight,SUB Rear Naked Choke,2,2:56,6e380a4d73ab4f0e,W,L,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0.44,0.29,1,0,0,0,278,34,0.35,0.29,0.67,0.33,0,0,0.35,0.29,1.0,0,0.56,0,0.61,0.33,0.45,0.29
Modestas Bukauskas,Paul Craig,0,0,22,6,0,0,0,0,Light Heavyweight,KO/TKO Elbow,1,5:00,6e380a4d73ab4f0e,W,L,3 Rnd (5-5-5),Marc Goddard,Elbow to Head From Guard,0.61,0.42,0,0,0,0,110,45,0.6,0.0,0,0.67,0.67,0.57,0.59,0.38,0,1.0,0.63,0,0.66,0.77,0.61,0.43
Bolaji Oki,Mason Jones,1,1,57,38,2,0,1,0,Lightweight,KO/TKO Elbows,2,3:18,6e380a4d73ab4f0e,L,W,3 Rnd (5-5-5),Rich Mitchell,Elbows to Head From Mount,0.38,0.41,0,1,0,0,21,221,0.34,0.41,0.42,0.67,1.0,0.6,0.4,0.27,0,0.67,0.29,0.65,0.4,0.46,0.38,0.42
Axel Sola,Rhys McKee,1,0,45,33,1,0,0,0,Welterweight,KO/TKO Punch,3,2:02,6e380a4d73ab4f0e,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance,0.42,0.24,0,0,0,0,185,0,0.43,0.21,0.45,0.86,0,0,0.38,0.2,0.71,0.53,1.0,0,0.46,0.31,0.43,0.24
William Gomis,Robert Ruchala,0,0,49,34,2,2,0,0,Featherweight,U-DEC,3,5:00,6e380a4d73ab4f0e,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge27 - 30.Derek Cleary28 - 29.Clemens Werner28 - 29.,0.42,0.35,0,0,0,0,57,276,0.28,0.23,0.59,0.57,0.81,0.67,0.36,0.3,1.0,1.0,0,0,0.5,0.47,0.43,0.35
Oumar Sy,Brendson Ribeiro,0,0,17,5,2,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:42,6e380a4d73ab4f0e,W,L,3 Rnd (5-5-5),Patricio Carlos,Punches to Head From Back Control,0.39,0.35,0,0,0,0,208,3,0.37,0.2,0.0,0.5,0.75,1.0,0.36,0.36,0,0,0.41,0,0.43,0.5,0.4,0.36
Marcin Tybura,Ante Delija,1,0,13,4,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:03,6e380a4d73ab4f0e,L,W,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground,0.44,0.46,0,0,0,0,78,8,0.2,0.46,0.75,0,0,0,0.29,0.39,1.0,0,0,0.8,0.53,0.5,0.44,0.46
Harry Hardwick,Kaue Fernandes,1,0,24,8,0,0,0,0,Lightweight,KO/TKO Kick,1,3:21,6e380a4d73ab4f0e,L,W,3 Rnd (5-5-5),Herb Dean,Kick to Leg At Distance,0.34,0.6,0,0,0,0,0,13,0.33,0.46,0.0,0.75,1.0,0.83,0.35,0.62,0,0,0,0.0,0.35,0.6,0.35,0.6
Sam Patterson,Trey Waters,0,0,25,18,0,0,0,0,Welterweight,KO/TKO Punches,1,3:01,6e380a4d73ab4f0e,W,L,3 Rnd (5-5-5),Rich Mitchell,Punches to Head At Distance,0.52,0.47,0,0,0,0,0,0,0.49,0.39,0.0,0.5,1.0,0.67,0.52,0.47,0,0,0,0,0.52,0.47,0.52,0.47
Brad Tavares,Robert Bryczek,1,0,68,42,1,1,0,0,Middleweight,KO/TKO Punches,3,1:43,6e380a4d73ab4f0e,L,W,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head On Ground,0.41,0.49,0,0,0,0,82,82,0.25,0.45,0.62,0.59,0.85,0.71,0.41,0.43,0.5,0.56,0,0.76,0.45,0.52,0.41,0.49
Andreas Gustafsson,Rinat Fakhretdinov,0,0,23,5,0,0,0,0,Welterweight,KO/TKO Punches,1,0:54,6e380a4d73ab4f0e,L,W,3 Rnd (5-5-5),Patricio Carlos,Punches to Head In Clinch,0.26,0.54,0,0,0,0,0,4,0.22,0.5,1.0,1.0,0,1.0,0.22,0.52,1.0,0.73,0,0.0,0.26,0.55,0.26,0.55
Shauna Bannon,Sam Hughes,0,0,21,13,2,0,1,0,Women's Strawweight,SUB Rear Naked Choke,2,1:58,6e380a4d73ab4f0e,L,W,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke,0.34,0.45,0,1,0,0,0,329,0.25,0.44,0.44,0.67,0.44,0,0.36,0.19,0.33,0.6,0.0,0.7,0.62,0.65,0.34,0.46
Johnny Walker,Zhang Mingyang,1,0,50,20,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,2:37,754968e325d6f60d,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head On Ground,0.74,0.42,0,0,0,0,80,81,0.73,0.23,0.2,1.0,1.0,1.0,0.58,0.38,0.5,0.67,0.89,0.5,0.73,0.47,0.75,0.43
Brian Ortega,Aljamain Sterling,0,0,124,55,3,0,0,0,Catch Weight,U-DEC,5,5:00,754968e325d6f60d,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge45 - 50.David Lethaby45 - 50.Vito Paolillo45 - 50.,0.31,0.54,0,0,0,0,8,235,0.22,0.44,0.69,0.81,0.71,1.0,0.31,0.51,0,1.0,1.0,0.77,0.44,0.58,0.32,0.55
Sergei Pavlovich,Waldo Cortes-Acosta,0,0,61,45,0,0,0,0,Heavyweight,U-DEC,3,5:00,754968e325d6f60d,W,L,3 Rnd (5-5-5),Marc Goddard,Evan Field27 - 30.Mark Christie28 - 29.Clemens Werner28 - 29.,0.45,0.38,0,0,0,0,8,0,0.34,0.31,0.86,0.4,0.93,0.74,0.46,0.39,0.5,0.0,0,0,0.46,0.38,0.46,0.38
Sumudaerji,Kevin Borjas,0,0,73,16,0,0,0,0,Flyweight,U-DEC,3,5:00,754968e325d6f60d,W,L,3 Rnd (5-5-5),Vitor Ribeiro,Ben Cartlidge27 - 30.Mark Christie27 - 30.Dave Tirelli27 - 30.,0.56,0.36,0,0,0,0,17,209,0.44,0.23,0.68,0.71,0.79,0.57,0.55,0.27,0.75,0.86,0,0,0.61,0.45,0.57,0.36
Taiyilake Nueraji,Kiefer Crosbie,0,0,27,2,1,0,0,0,Welterweight,KO/TKO Elbows,1,3:33,754968e325d6f60d,W,L,3 Rnd (5-5-5),Marc Goddard,Elbows to Head On Ground,0.71,0.66,0,0,0,0,191,8,0.71,1.0,0.67,1.0,0,0.0,0.67,0.67,0,0,0.71,0,0.74,0.92,0.71,0.67
Maheshate,Gauge Young,0,0,112,66,3,0,0,0,Lightweight,U-DEC,3,5:00,754968e325d6f60d,L,W,3 Rnd (5-5-5),Herb Dean,David Lethaby27 - 30.Ben Cartlidge28 - 29.Evan Field28 - 29.,0.44,0.56,0,0,0,0,12,231,0.36,0.46,0.67,0.72,0.86,0.83,0.42,0.54,0.86,0.8,0,1.0,0.48,0.59,0.44,0.56
Charles Johnson,Lone'er Kavanagh,1,0,44,59,1,1,0,1,Flyweight,KO/TKO Punch,2,4:35,754968e325d6f60d,W,L,3 Rnd (5-5-5),Jim Perdios,Punch to Head At Distance,0.54,0.49,0,1,0,1,32,59,0.37,0.39,0.6,0.81,0.91,0.55,0.52,0.48,0.67,0.67,0.75,0,0.58,0.5,0.54,0.49
Rongzhu,Austin Hubbard,0,0,101,75,0,2,0,0,Lightweight,U-DEC,3,5:00,754968e325d6f60d,W,L,3 Rnd (5-5-5),Vitor Ribeiro,Clemens Werner27 - 30.David Lethaby28 - 29.Evan Field28 - 29.,0.51,0.33,0,0,0,0,0,62,0.42,0.25,0.75,0.56,1.0,0.67,0.52,0.33,0.38,0.4,0,0.0,0.52,0.34,0.51,0.33
Michel Pereira,Kyle Daukaus,1,0,5,2,0,0,0,0,Middleweight,KO/TKO Elbows,1,0:43,754968e325d6f60d,L,W,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Guard,0.5,0.62,0,0,0,0,0,7,0.0,0.62,0.67,0,0,0,0.5,1.0,0,0,0,0.57,0.5,0.58,0.5,0.62
Yizha,Westin Wilson,2,0,13,0,0,0,0,0,Featherweight,KO/TKO Punches,1,0:37,754968e325d6f60d,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0.72,0.0,0,0,0,0,6,0,0.67,0.0,0,0,1.0,0.0,0.75,0.0,0.67,0,0.67,0,0.74,0.0,0.72,0.0
Xiao Long,SuYoung You,0,0,58,68,0,0,0,0,Bantamweight,U-DEC,3,5:00,754968e325d6f60d,L,W,3 Rnd (5-5-5),Jim Perdios,Ben Cartlidge28 - 29.Mark Christie28 - 29.Dave Tirelli28 - 29.,0.31,0.52,0,0,0,0,20,7,0.31,0.47,0.33,0.91,0.33,0.8,0.22,0.49,0.73,0.73,0,0,0.35,0.55,0.32,0.53
Uran Satybaldiev,Diyar Nurgozhay,1,0,2,7,0,1,2,0,Light Heavyweight,SUB Ezekiel Choke,1,2:45,754968e325d6f60d,W,L,3 Rnd (5-5-5),Vitor Ribeiro,Ezekiel Choke From Guard,0.22,0.63,2,0,1,0,70,18,0.25,0.33,0.0,0.6,1.0,1.0,0.25,0.64,0,0,0.0,0,0.3,0.68,0.22,0.64
Dricus Du Plessis,Khamzat Chimaev,0,0,37,13,12,1,0,1,Middleweight,U-DEC,5,5:00,421ccfc6ddb17958,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato44 - 50.Ron McCarthy44 - 50.Derek Cleary44 - 50.,0.44,0.78,1,0,0,0,53,1300,0.42,0.78,0.5,0.6,1.0,1.0,0.4,0.63,0,0,0.75,0.89,0.66,0.93,0.45,0.79
Lerone Murphy,Aaron Pico,1,0,8,13,0,2,1,0,Featherweight,KO/TKO Spinning Back Elbow,1,3:21,421ccfc6ddb17958,W,L,3 Rnd (5-5-5),Herb Dean,Spinning Back Elbow to Head At Distance,0.5,0.44,1,0,0,0,0,121,0.44,0.3,0.67,1.0,0.0,1.0,0.43,0.33,1.0,0.6,1.0,1.0,0.5,0.43,0.5,0.45
Geoff Neal,Carlos Prates,1,0,32,25,0,0,0,0,Welterweight,KO/TKO Spinning Back Elbow,1,4:59,421ccfc6ddb17958,L,W,3 Rnd (5-5-5),Jason Herzog,Spinning Back Elbow to Head At Distance,0.51,0.53,0,0,0,0,15,0,0.42,0.38,0.67,1.0,1.0,1.0,0.51,0.55,0.5,0.0,0,0,0.52,0.53,0.51,0.53
Jared Cannonier,Michael Page,0,0,29,20,0,2,0,0,Middleweight,U-DEC,3,5:00,421ccfc6ddb17958,L,W,3 Rnd (5-5-5),Marc Goddard,Sal D'amato28 - 29.Derek Cleary28 - 29.Brandon Mason28 - 29.,0.35,0.52,0,0,0,0,494,1,0.22,0.42,0.67,1.0,1.0,1.0,0.24,0.51,0.75,1.0,0.75,0,0.52,0.56,0.35,0.53
Tim Elliott,Kai Asakura,0,0,27,21,2,0,2,0,Flyweight,SUB Guillotine Choke,2,4:39,421ccfc6ddb17958,W,L,3 Rnd (5-5-5),Robert Madrigal,Guillotine Choke From Mount,0.38,0.24,2,0,0,0,114,1,0.42,0.22,0.11,0.43,0.7,1.0,0.38,0.24,0,0,0.5,0,0.48,0.37,0.38,0.24
Baisangur Susurkaev,Eric Nolan,0,0,36,22,2,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:01,421ccfc6ddb17958,W,L,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,0.58,0.39,1,0,0,0,199,17,0.5,0.33,0.7,1.0,1.0,0,0.52,0.38,0.67,0.44,0.71,0,0.66,0.41,0.58,0.39
Gerald Meerschaert,Michal Oleksiejczuk,1,0,23,3,0,0,0,0,Middleweight,KO/TKO Punches,1,3:03,421ccfc6ddb17958,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0.18,0.45,0,0,0,0,0,22,0.14,0.39,0,1.0,0.5,0,0.19,0.35,0,0,0,0.6,0.19,0.45,0.19,0.45
Jessica Andrade,Loopy Godinez,0,0,107,90,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,421ccfc6ddb17958,L,W,3 Rnd (5-5-5),Nick Cimmarusti,Ron McCarthy28 - 29.Eric Colon28 - 29.Josh Stewart28 - 29.,0.31,0.5,0,0,0,0,17,93,0.24,0.47,0.68,0.86,0.79,1.0,0.31,0.48,0.38,0.69,0,1.0,0.33,0.53,0.31,0.5
Chase Hooper,Alexander Hernandez,1,0,17,20,0,0,0,0,Lightweight,KO/TKO Punch,1,4:58,421ccfc6ddb17958,L,W,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,0.24,0.44,0,0,0,0,5,2,0.11,0.4,0.58,1.0,0.75,0,0.25,0.39,0.0,0,0,0.8,0.24,0.46,0.24,0.45
Edson Barboza,Drakkar Klose,0,0,53,71,0,0,0,0,Lightweight,U-DEC,3,5:00,421ccfc6ddb17958,L,W,3 Rnd (5-5-5),Marc Goddard,Sal D'amato28 - 29.Derek Cleary28 - 29.Brandon Mason28 - 29.,0.59,0.51,0,0,0,0,230,153,0.41,0.45,0.84,0.67,0.72,0.8,0.54,0.48,0.93,0.77,0,0,0.6,0.7,0.59,0.52
Karine Silva,Dione Barbosa,0,0,26,31,1,3,2,1,Women's Flyweight,U-DEC,3,5:00,421ccfc6ddb17958,W,L,3 Rnd (5-5-5),Robert Madrigal,Eric Colon28 - 29.Scot Jones28 - 29.Josh Stewart28 - 29.,0.37,0.35,2,1,1,1,143,318,0.22,0.18,0.64,0.79,1.0,0.83,0.33,0.33,1.0,0.8,0,0.5,0.58,0.51,0.37,0.36
Alibi Idiris,Joseph Morales,0,0,29,28,2,0,2,0,Flyweight,SUB Triangle Choke,2,3:04,421ccfc6ddb17958,L,W,3 Rnd + OT (5-5-5-5),Nick Cimmarusti,Triangle Choke From Bottom Guard,0.5,0.46,0,2,1,0,64,218,0.26,0.34,0.89,0.72,1.0,1.0,0.46,0.38,0.75,0.75,0,0.5,0.61,0.51,0.5,0.46
Roman Dolidze,Anthony Hernandez,0,0,91,36,9,0,1,0,Middleweight,SUB Rear Naked Choke,4,2:45,6cd3dfc54f01287f,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,0.33,0.59,0,1,0,0,45,468,0.28,0.52,0.36,1.0,0.88,1.0,0.34,0.47,0.33,0.72,0,0.94,0.35,0.64,0.34,0.6
Steve Erceg,Ode Osbourne,0,0,20,35,3,1,1,0,Bantamweight,U-DEC,3,5:00,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Mark Smith,Ben Cartlidge28 - 29.Eric Colon28 - 29.Junichiro Kamijo28 - 29.,0.37,0.47,1,0,0,1,287,69,0.24,0.38,0.91,0.57,0,0.79,0.28,0.43,0.75,1.0,1.0,1.0,0.48,0.53,0.38,0.47
Iasmin Lucindo,Angela Hill,0,0,72,64,3,0,0,1,Women's Strawweight,U-DEC,3,5:00,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Chris Tognoni,Mike Bell27 - 30.Sal D'amato27 - 30.Ben Cartlidge28 - 29.,0.47,0.58,0,1,0,0,337,79,0.44,0.5,0.63,0.83,1.0,1.0,0.44,0.57,0.65,0.67,1.0,0,0.53,0.62,0.48,0.58
Andre Fili,Christian Rodriguez,0,0,64,83,3,1,0,0,Featherweight,S-DEC,3,5:00,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Mike Beltran,Eric Colon28 - 29.Chris Lee29 - 28.Anthony Maness27 - 30.,0.35,0.47,0,0,0,0,102,95,0.32,0.38,0.6,0.62,0.75,0.84,0.35,0.44,0.67,0.81,0,1.0,0.38,0.5,0.35,0.48
Miles Johns,Jean Matsumoto,0,0,95,83,0,5,2,0,Bantamweight,S-DEC,3,5:00,6cd3dfc54f01287f,L,W,3 Rnd (5-5-5),Herb Dean,Mike Bell28 - 29.Ben Cartlidge29 - 28.Sal D'amato28 - 29.,0.45,0.4,0,2,0,1,192,56,0.41,0.31,0.92,0.71,1.0,0.54,0.45,0.39,0.62,0.89,0.0,0,0.47,0.44,0.45,0.41
Eryk Anders,Christian Leroy Duncan,1,0,24,7,0,1,0,0,Middleweight,KO/TKO Punches,1,3:53,6cd3dfc54f01287f,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0.58,0.55,0,0,0,0,78,39,0.29,0.35,1.0,0.75,1.0,0.92,0.44,0.54,1.0,1.0,0,0.33,0.75,0.59,0.58,0.56
Julius Walker,Rafael Cerqueira,1,0,44,19,6,0,0,0,Light Heavyweight,U-DEC,3,5:00,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Mike Beltran,Chris Lee27 - 30.Anthony Maness27 - 30.Ben Cartlidge26 - 30.,0.7,0.45,0,0,0,0,706,27,0.6,0.41,0.9,0.0,1.0,1.0,0.69,0.45,0.44,0,0.81,0,0.8,0.56,0.71,0.45
Elijah Smith,Toshiomi Kazama,0,0,37,0,0,1,0,1,Bantamweight,KO/TKO Slam,1,4:10,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Chris Tognoni,Slam to   On Ground,0.8,,0,1,1,1,229,5,0.8,0,1.0,0,0,0,0.33,0,0,0,0.84,0,0.82,1.0,0.8,0
Joselyne Edwards,Priscila Cachoeira,1,0,26,18,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,2:24,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.59,0.36,0,0,0,0,1,0,0.55,0.32,0.5,1.0,1.0,1.0,0.57,0.36,0,0,1.0,0,0.59,0.36,0.59,0.36
Uros Medic,Gilbert Urbina,1,1,5,5,0,0,0,0,Welterweight,KO/TKO Punch,1,1:03,6cd3dfc54f01287f,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,0.55,0.5,0,0,0,0,1,2,0.5,0.43,1.0,0.5,0,1.0,0.43,0.5,1.0,0,1.0,0,0.6,0.5,0.56,0.5
